format,contributor,geographic_subject_local,content_type,temporal_subject_local,physical_collection,title,abstract,identifier,genre_form_local,rights_statement,date_created,date_digital_creation,Image,description,description.1,creator
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Karla Bludworth Enrichment Funds, number 4","Shown here left to right: Glenda Pearce, Dr. Claudia Barton, Karla Bludworth, and Dr. Kent Carter. Front and center is ""Wheeler Dealer"" the miniature horse belonging to Ms. Bludworth. Karla Bludworth of Hockley, Texas gifted $100,000 to the College of Veterinary Medicine for the caring service provided to her cat ""Sylvester"" and her miniature horse ""Wheeler Dealer.""",0680,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-28,2022-12-21T18:22:57.220000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/463/pages/page_0/files/CVM_0680.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Clinical Hospital Rounds, number 10",Eleven unidentified people consult on animal care. Man in dark suit on right side is librarian Joe Jaros and to his left is Dr. David Duton.,0575,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1995 and 2000,2022-12-21T17:49:13.669000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/363/pages/page_0/files/CVM_0575.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,2000s,College of Veterinary Medicine Image Collection,Equine Pavilion,"Equine pavilion-November 2003. Construction was completed in 2002 and the building included 19,000 square feet of stalls, treatment rooms, breeding areas, and a laboratory.",0384,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,2003-11,2022-12-21T16:03:33.901000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/175/pages/page_0/files/CVM_0384.jpg,Written on photograph: 2003 New Equine Paddocks and Barns,Photographed during November 2003.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Playter Retirement, number 13",Dr. Adams at the podium and Sherry Adams wearing black present Mrs. Kay Playter with roses.,0522,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,2022-12-21T17:32:30.898000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/313/pages/page_0/files/CVM_0522.jpg,,Photograph taken during June 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,,College of Veterinary Medicine Image Collection,"Dean Adams, number 03",Dr. Adams poses on corner of desk in an office.,0438,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T17:04:53.480000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/231/pages/page_0/files/CVM_0438.jpg,Written on photograph: Dr. H. Richard Adams,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Karla Bludworth Enrichment Funds, number 1","Dr. Claudia Barton (left) and Karla Bludworth of Hockley, Texas (right), along with ""Wheeler-Dealer"" the miniature horse stand outside the Large Animal Hospital building. Ms. Bludworth gifted $100,000 to the College of Veterinary Medicine for the caring service provided to her cat ""Sylvester"" and her miniature horse ""Wheeler Dealer.""",0677,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-28,2022-12-21T18:21:56.614000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/460/pages/page_0/files/CVM_0677.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center, number 019","Either ""Lovey"" or ""Yummy.""",0364-33,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:55:53.681000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/151/pages/page_0/files/CVM_0364-33.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center, number 017",Two students with pets.,0364-31,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:55:16.063000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/149/pages/page_0/files/CVM_0364-31.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 025","Canine resident ""Jill,"" one of the original pets to enter the center in 1994.",0360-25,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:05:46.085000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/26/pages/page_0/files/CVM_0360-25.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 033","Canine resident ""Jill,"" one of the original pets to enter the center in 1994.",0360-33,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:08:18.030000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/34/pages/page_0/files/CVM_0360-33.jpg,,,
reformatted digital,"['Texas A & M University Graphic Services', 'Texas A & M University. College of Veterinary Medicine & Biomedical Sciences']","['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Students Study, number 1",Group study with five students inside a classroom.,0694,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1995,2022-12-21T18:27:35.260000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/476/pages/page_0/files/CVM_0694.jpg,Written on photograph: Copyright 1995. File# 95-752 Neg#5,,"Lyle, James"
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,,StillImage,,College of Veterinary Medicine Image Collection,"Hunting, number 01",Camp cabins on some unidentified land,0643,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T18:10:26.042000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/426/pages/page_0/files/CVM_0643.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,,StillImage,,College of Veterinary Medicine Image Collection,"Hunting, number 15",Two unidentified men kneel in front of white truck with a dog. The man on the right holds a rabbit or some other small game.,0657,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T18:15:11.350000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/440/pages/page_0/files/CVM_0657.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,World War I Memorial,Bugle salute at the WWI Memorial at West Gate. Two Corp. men and one man in a suit.,0553,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1996,2022-12-21T17:42:51.699000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/344/pages/page_0/files/CVM_0553.jpg,Written on photograph: Copyright 1996-TAMU photographic Services.,,"Wulfson, Jean"
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,2000s,College of Veterinary Medicine Image Collection,"Cadet and Horse, number 2",A cadet gives horse a bite of the apple.,0488,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 2000 and 2007,2022-12-21T17:21:15.285000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/279/pages/page_0/files/CVM_0488.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Canine Amputee, number 1","Mischief, the four-year-old miniature schnauzer, was featured on the first ""The Doc Is In"" segment on television, after having his leg amputated at the Texas A&M University College of Veterinary Medicine. ""The Doc Is In"" was a segment of the Public Broadcasting Service program, ""Cure and Caring,"" that featured the College of Veterinary Medicine. It first aired during the latter's second season in 1999 and was hosted by Dr. Dawn Boothe. This segment featured actual medical cases and discussed how the animals were treated. The show was broadcast from the studios of KAMU at Texas A&M and was produced by TeleVentures Productions.",0669,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-28,2022-12-21T18:19:15.743000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/452/pages/page_0/files/CVM_0669.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Playter Retirement, number 20","An unknown man in white shirt and tie, with a woman are seated at a table.",0529,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,2022-12-21T17:34:50.498000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/320/pages/page_0/files/CVM_0529.jpg,,Photograph taken during June 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 017","Canine resident ""Chip"" who arrived at the center in 1998.",0360-17,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:36:43.389000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/18/pages/page_0/files/CVM_0360-17.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1980s,College of Veterinary Medicine Image Collection,"Appaloosa, number 06",A woman with a horse.,0503,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1982-01-22,2022-12-21T17:26:12.028000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/294/pages/page_0/files/CVM_0503.jpg,"Written on photograph: photograph REQUEST (slip) : Sam Wigington, for the Dept. Large Animal Med. & Surg., TAMU, Breed: Appaloosa, 1 set in B W.",,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1930s,College of Veterinary Medicine Image Collection,Large Animal Procedure,"Student from class of 1939 observe and receive clinical instruction on the treatment of cattle. The second young man from the left has been identified as Lewis L. Jackson, and the man injecting the steer is Dr. Ketchersid.",0689,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1939,2022-12-21T18:25:47.412000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/471/pages/page_0/files/CVM_0689.jpg,"Written on photograph: ""Class of 39. Jackson & Dr. Ketchensid.""",,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Special Events, number 07",Unnamed staff pets a cat and a dog with red Christmas bows.,0371,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-12,2022-12-21T15:59:24.814000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/162/pages/page_0/files/CVM_0371.jpg,,Photograph taken during December 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 014","Canine resident ""Chip"" who arrived at the center in 1998.",0360-14,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:35:45.892000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/15/pages/page_0/files/CVM_0360-14.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Womack Reception, number 46",Family of Dr. James Womack on the occasion of his reception at the College of Veterinary Medicine.,0632,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,2022-12-21T18:06:40.310000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/415/pages/page_0/files/CVM_0632.jpg,Written on photograph: Roll 2 frame 11,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Womack Reception, number 22",Dr. and Mrs. Womack open a gift. An unnamed man stands in background.,0608,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,2022-12-21T17:58:33.647000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/391/pages/page_0/files/CVM_0608.jpg,Written on photograph: Roll 1 frame 22,,
