dcterms_extent,dc_format,dc_contributor,dc_subject,dcterms_spatial,dcterms_type,dcterms_temporal,dcterms_isPartOf,fedora_hasParent,fedora_lastModified,dc_title,fedora_createdBy,dcterms_abstract,dc_identifier,dc_type,ldp_contains,fedora_lastModifiedBy,dc_rights,dcterms_created,fedora_writable,fedora_created,files,tamudigital_local/details,dc_description,dc_creator
1 color print (photograph); 10X15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"College administrators--Retirement|Veterinary teachers--Retirement|Texas A & M University. College of Veterinary Medicine--Faculty|Playter, Kay|Retirement|Deans (Education)--Retirement|Ophthalmologists--Retirement|Field, Robert W.|Special Events|Playter, Robert--Anniversaries, etc.",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:36:10.268000+00:00,"Playter Retirement, number 24",fedoraAdmin,Mrs. Robert Playter (Kay) speaks with Robert W. Field.,0533,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/324/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/324/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,false,2022-12-21T17:36:10.268000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/324/pages/page_0/files/CVM_0533.jpg,,Photograph taken during June 1999.,
1 color print (photograph); 10mmX15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Texas A & M University. College of Veterinary Medicine--Students|Animal housing|Veterinary students|Stevenson Companion Animal Life-Care Center|Women veterinary students|Small Animal Medicine|Dogs|Human-animal relationships|Pets,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T15:55:34.895000+00:00,"Stevenson Center, number 018",fedoraAdmin,Two students with pets.,0364-32,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/150/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/150/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T15:55:34.895000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/150/pages/page_0/files/CVM_0364-32.jpg,,,
1 black-and-white negative; Kodak Film 5062-5 frames per strip,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Appaloosa horse|Horses|Large Animal Medicine and Surgery|Large Animal Medicine,College Station|Texas,StillImage,1980s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:27:30.459000+00:00,"Appaloosa, number 10",fedoraAdmin,Image of the photograph request slip that was filled out to take this set of images.,0507,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/298/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/298/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1982-01-22,false,2022-12-21T17:27:30.459000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/298/pages/page_0/files/CVM_0507.jpg,"Written on photograph: photograph REQUEST (slip) : Sam Wigington, for the Dept. Large Animal Med. & Surg., TAMU, Breed: Appaloosa, 1 set in B W.",,
1 color print (photograph); 15X10mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Ophthalmologists--Retirement|Playter, Robert--Anniversaries, etc.|Special Events|College administrators--Retirement|Veterinary teachers--Retirement|Texas A & M University. College of Veterinary Medicine--Faculty|Playter, Kay|College teachers' spouses|Retirement|Deans (Education)--Retirement",Texas|College Station,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:35:10.486000+00:00,"Playter Retirement, number 21",fedoraAdmin,Mrs. Robert Playter (Kay) in grey dress stands in recognition.,0530,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/321/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/321/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,false,2022-12-21T17:35:10.486000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/321/pages/page_0/files/CVM_0530.jpg,,Photograph taken during June 1999.,
1 color negative; Kodak,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Stevenson Companion Animal Life-Care Center|Pet medicine|Small Animal Medicine|Dogs|Pets|Animal housing,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:04:11.688000+00:00,"Stevenson Center Pet Residents, number 020",fedoraAdmin,"Canine resident ""Algernon"" who arrived at the center in 1997.",0360-20,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/21/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/21/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T16:04:11.688000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/21/pages/page_0/files/CVM_0360-20.jpg,,,
1 black-and -white print (photograph); 19X24mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Poultry|Veterinary laboratories|Dissection|Agricultural and Mechanical College of Texas. School of Veterinary Medicine--Students|Animal Structures|Education, Veterinary|Anatomy, Veterinary|Veterinary students",Texas|College Station,StillImage,1940s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T18:27:14.560000+00:00,Poultry dissection Labs,fedoraAdmin,Students study the anatomy of poultry in a laboratory-like setting.,0693,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/475/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/475/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1940 and 1950,false,2022-12-21T18:27:14.560000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/475/pages/page_0/files/CVM_0693.jpg,,,
1 color print (photograph); 10mmX15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Pets|Animal housing|Stevenson Companion Animal Life-Care Center|Pet medicine|Small Animal Medicine|Dogs|Human-animal relationships,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:00:42.797000+00:00,"Stevenson Center Special Events, number 11",fedoraAdmin,"""Orphan Annie"" gets some attention from unnamed woman.",0375,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/166/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/166/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-12,false,2022-12-21T16:00:42.797000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/166/pages/page_0/files/CVM_0375.jpg,,Photograph taken during December 1999.,
1 color negative; Kodak,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Pets|Animal housing|Stevenson Companion Animal Life-Care Center|Pet medicine|Small Animal Medicine|Dogs,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T15:37:02.694000+00:00,"Stevenson Center Pet Residents, number 018",fedoraAdmin,"Canine resident ""Chip"" who arrived at the center in 1998.",0360-18,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/19/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/19/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T15:37:02.694000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/19/pages/page_0/files/CVM_0360-18.jpg,,,
1 color print (photograph); 10x15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Veterinary colleges--Missouri|Mules|Special Events|Muleteers,Columbia|Missouri,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T18:08:02.275000+00:00,"Rodeo-Livestock Show, number 2",fedoraAdmin,"A young man sits in the ""Missouri Mule Team"" wagon from the College of Veterinary Medicine at the University of Missouri, Columbia during an unknown event. He is holding a fiddle while the driver sits upfront.",0636,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/419/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/419/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1997-11-20,false,2022-12-21T18:08:02.275000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/419/pages/page_0/files/CVM_0636.jpg,,,
1 color negative; Kodak 800 film-4 frames per strip,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Women college teachers|College teachers' spouses|Gifts|Parties|Adams, Richard H.|Kier, Ann|Special Events|Womack, James E.--Anniversaries, etc.|Womack, James E.|Veterinary teachers|Texas A & M University. College of Veterinary Medicine--Faculty|Deans (Education)|Womack, Raby",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:59:55.514000+00:00,"Womack Reception, number 26",fedoraAdmin,Dr. Adams shakes Dr. Womack's hand. Mrs. Womack in purple and Ann Kier look on while a third unnamed person is seen to the right of the frame.,0612,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/395/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/395/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,false,2022-12-21T17:59:55.514000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/395/pages/page_0/files/CVM_0612.jpg,Written on photograph: Roll 1 frame 26,,
1 color print (photograph); 10X15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Trucks|Hunters|Hunting dogs,,StillImage,,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T18:18:55.401000+00:00,"Hunting, number 26",fedoraAdmin,Two men and a dog are seated behind the cab of white truck.,0668,Portraits|Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/451/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/451/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,false,2022-12-21T18:18:55.401000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/451/pages/page_0/files/CVM_0668.jpg,,,
1 black-and -white print (photograph); 9X11.5mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Congresses and conventions|Veterinarians|Award presentations,San Antonio|Texas,StillImage,1970s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:15:42.428000+00:00,"Awards Presented at a Convention, number 1",fedoraAdmin,"1973 awards presentation at a 1974 convention held in San Antonio, Hilton Palacio Del Rio. Two men are shown at the podium, while a woman and a man are seated in frame right.",0472,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/263/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/263/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1974,false,2022-12-21T17:15:42.428000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/263/pages/page_0/files/CVM_0472.jpg,Written on photograph: 74 Conv. San Antonio 1973 Award,,
1 color print (photograph); 10mmX15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Cats|Pet medicine|Small Animal Medicine|Stevenson Companion Animal Life-Care Center--Employees|Human-animal relationships|Pets|Animal housing|Stevenson Companion Animal Life-Care Center,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T15:59:44.247000+00:00,"Stevenson Center Special Events, number 08",fedoraAdmin,Unnamed staff with cat in the grooming area of the Stevenson Companion Animal Life-Care Center.,0372,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/163/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/163/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-12,false,2022-12-21T15:59:44.247000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/163/pages/page_0/files/CVM_0372.jpg,,Photograph taken during December 1999.,
1 color print (photograph); 15X10mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Special Events|College administrators--Retirement|Veterinary teachers--Retirement|Texas A & M University. College of Veterinary Medicine--Employees|Retirement|Deans (Education)--Retirement|Ophthalmologists--Retirement|Playter, Robert--Anniversaries, etc.",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:28:30.224000+00:00,"Playter Retirement, number 01",fedoraAdmin,"An unknown woman stands at a banquet table with ""Dr. Playter"" place marker while people in room applaud. Dr. Playter (not pictured) joined the faculty in 1970 as an assistant professor in the small animal clinic after earning his master's degree in veterinary medicine and surgery at Texas A&M. Later becoming a full professor and then department head of Small Animal Medicine and Surgery. He left College Station to become the director of the Veterinary Health Center at Cornell University, Ithaca, N.Y. from 1985-1990. Dr. Playter returned to TAMU, College of Veterinary Medicine as the associate dean for Clinical & Outreach Programs, hospital director and director of the continuing education program from 1990-1996. He then resumed teaching, but in 1997 was asked to serve as the interim dean for the college. From 1998 to 1999 he was appointed Executive Associate Dean and then retired in June of 1999.",0510,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/301/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/301/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,false,2022-12-21T17:28:30.224000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/301/pages/page_0/files/CVM_0510.jpg,,Photograph taken during June 1999.,
1 black-and -white print (photograph); 10.5X8mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Grine, Carolyn| Cooper|Texas A & M University. College of Veterinary Medicin--Professional staff|Texas A & M University. College of Veterinary Medicine--Employees",Texas|College Station,StillImage,1980s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:56:53.506000+00:00,Carolyn Grine,fedoraAdmin,"Faculty Photo, Dean's Office. Carolyn Cooper Grine retired from Texas A&M in 1994.",0414|0124,Portraits|Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/207/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/207/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1985 and 1990,false,2022-12-21T16:56:53.506000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/207/pages/page_0/files/CVM_0414.jpg,,,
