fedora_created,ldp_contains,dcterms_type,dc_title,fedora_lastModified,fedora_createdBy,fedora_writable,dc_rights,dc_type,dcterms_created,dc_publisher,fedora_hasParent,dc_format,tamudigital_local/details,dcterms_medium,dcterms_accessRights,dc_identifier,fedora_lastModifiedBy,dcterms_extent,dc_subject,files,dcterms_spatial,dcterms_temporal,dcterms_provenance,dc_relation
2021-03-15T17:30:17.677000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/259/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/259/orderProxies,StillImage,Berger-Cloonan #6607,2021-03-15T17:30:17.677000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",marbled paper|Random marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped. Not stickered. Not embossed.; Musty odor,Paper,Openly accessible,6607,fedoraAdmin,"1 sheet of blue, black, yellow, pink and white marbled paper; 5.00 x 9.00 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/259/pages/page_0/files/06607.jpg,,,,
2021-03-15T17:27:02.679000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/246/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/246/orderProxies,StillImage,Berger-Cloonan #6593,2021-03-15T17:27:02.679000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Spanish random marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.e; Not signed. Not stamped. Not stickered. Not embossed.; Musty odor,Paper,Openly accessible,6593,fedoraAdmin,"1 sheet of blue, gray, red and white marbled paper; 6.00 x 9.25 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/246/pages/page_0/files/06593.jpg,,,,
2021-03-15T18:03:52.557000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/403/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/403/orderProxies,StillImage,Berger-Cloonan #6888,2021-03-15T18:03:52.557000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Stormont marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; Inscription original piece: ""D.P. Mullealses. Borgias uncle to Julia. Duke of Venice. Duke of Terrara. Bosello of Galliant.  Pantofe his page. Phego a Gentlemen [?] Eupuchus. Friar. Prosias. Philenzo. Timoclea wife to Borgias. Julia Duchess of Florence. Amada daughter to Borgias.Madam Fulsome."" [written in pencil on verso]; ""L450 1st ed. A1. John Mason [?] Edition. 1610 Greg 28ba. Lads front two leaves... [?]; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Verso discolored; musty odor",Paper,Openly accessible,6888,fedoraAdmin,"1 sheet of gray, blue, yellow and white marbled paper; 5.25 x 7.00 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/403/pages/page_0/files/06888.jpg,,,,
2021-03-15T17:34:28.258000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/275/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/275/orderProxies,StillImage,Berger-Cloonan #6625,2021-03-15T17:34:28.258000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Stone marbled papers|art reproduction|agate marbled paper,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; Inscription original piece: ""973a L3/32""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped. Not stickered. Not embossed.; Musty odor",Paper,Openly accessible,6625,fedoraAdmin,1 sheet of brown and white marbled paper; 6.50 x 9.25 in.,Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/275/pages/page_0/files/06625.jpg,,,,
2021-03-15T17:13:08.734000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/190/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/190/orderProxies,StillImage,Berger-Cloonan #6503,2021-06-22T02:05:49.398000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|endpapers|Stormont marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; M5.D5.F11; Previously used as an endpaper in a bookbinding; Inscription original piece: ""Under Window 2, 10/6"" [written in pencil on verso]; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Minor corner and edge creasing and tears; irregular binding edge; fading on recto and verso; wrinkling ; musty odor",Paper,Openly accessible,6503,fedoraAdmin,1 sheet of black and white marbled paper; 12.50 x 18.25 in.,Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/190/pages/page_0/files/06503.jpg,,,,
2021-03-15T17:59:38.558000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/385/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/385/pages,StillImage,Berger-Cloonan #6869,2021-03-15T17:59:38.558000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Stormont marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Blob of matter stuck on recto; creased corners; stained on verso; musty odor,Paper,Openly accessible,6869,fedoraAdmin,"1 sheet of red, blue and white marbled paper; 3.50 x 5.75 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/385/pages/page_0/files/06869.jpg,,,,
2021-03-15T18:13:15.148000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/58/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/58/pages,StillImage,Berger-Cloonan #5564,2021-06-21T21:57:00.141000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Printed papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Printed; W1.D8.F6; Crackled pattern; Sidney E. Berger and Michele V. Cloonan purchased the sheet from L. Middleton.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed. Not stamped. Not stickered. Not embossed.; Heavily wrinkled; right and lower edges are torn away; some tears repaired with tape,Paper,Openly accessible,5564,fedoraAdmin,"1 sheet with torn edge, front and back; green and white printed paper on the front;  15.00 x 21.25 in.",Decorative paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/58/pages/page_0/files/05564.jpg,,,,
2021-03-15T16:44:06.547000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/135/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/135/pages,StillImage,Berger-Cloonan #13191,2021-06-22T00:16:27.665000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",nonpareil marbled paper|Non pareil marbled papers|art reproduction|endpapers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Uneven binding edge; creasing; slight staining on verso; musty odor,Paper,Openly accessible,13191,fedoraAdmin,1 sheet of dark blue and light blue marbled paper; 6.00 x 9.25 in.,Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/135/pages/page_0/files/13191.jpg,,,,
2021-03-15T17:53:04.331000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/358/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/358/pages,StillImage,Berger-Cloonan #6842,2021-03-15T17:53:04.331000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Stormont marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; glossy finish; Inscription original piece: ""X""--[written in brown ink on verso]; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Spot stains on verso; slightly rough binding edge; tiny creased corner; musty odor",Paper,Openly accessible,6842,fedoraAdmin,"1 sheet of brown, yellow, blue, red and white marbled paper; 4.50 x 7.25 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/358/pages/page_0/files/06842.jpg,,,,
2021-03-15T16:57:20.906000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/121/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/121/orderProxies,StillImage,Berger-Cloonan #6456,2021-06-21T23:57:40.775000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",endpapers|Tiger eye marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.h; Not signed. Not stamped. Not stickered. Not embossed.; Creased and torn corners and edges; wrinkled; stained on verso; musty odor,Paper,Openly accessible,6456,fedoraAdmin,"1 sheet of blue, red, yellow and white marbled paper; 5.00 x 8.00 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/121/pages/page_0/files/06456.jpg,,,,
2021-03-15T17:27:44.230000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/249/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/249/pages,StillImage,Berger-Cloonan #6597,2021-03-15T17:27:44.230000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Spanish random marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; slight metallic sheen; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.e; Not signed. Not stamped. Not stickered. Not embossed.; Abrasions; edges torn; musty odor,Paper,Openly accessible,6597,fedoraAdmin,"1 sheet of green, blue, tan, gold and white marbled paper; 7.00 x 9.25 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/249/pages/page_0/files/06597.jpg,,,,
2021-03-15T18:06:13.468000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/412/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/412/orderProxies,StillImage,Berger-Cloonan #12853,2021-03-15T18:06:13.468000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Laid lines|French snail marbled papers|dutch marbled paper|curl marbled paper,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Distribution of fibers; Surface application; Laid; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; laid paper; Inscription original piece: ""150""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed. Not stamped.; Wrinkling; creased corner; yellowing on verso; rough binding edge; musty odor",Paper,Openly accessible,12853,fedoraAdmin,"1 sheet of blue, green, pink, yellow and white marbled paper; 5.00 x 7.75 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/412/pages/page_0/files/12853.jpg,,,,
2021-03-15T16:50:20.720000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/51/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/51/orderProxies,StillImage,Berger-Cloonan #5069,2021-03-15T16:50:20.720000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",curl marbled paper|Calendered papers|Spanish combed marbled papers|spanish marbled paper|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Surface treated; Marbled; Calendered; W2.D9.F3; Calendered; shiny sheen; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.h; IX.A; Not signed. Not stamped. Not stickered. Not embossed.; Paper discolored; torn edges,Paper,Openly accessible,5069,fedoraAdmin,"1 sheet of gray, blue, black and white marbled paper; 20.00 x 25.00 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/51/pages/page_0/files/05069.jpg,France,,,
2021-03-15T16:52:05.005000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/69/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/69/orderProxies,StillImage,Berger-Cloonan #5663,2021-06-21T20:52:16.292000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Printed papers|art reproduction|Repetition watermarks,1907 [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Distribution of fibers; Surface application; Watermarked; Printed; W2.D1.F1; Watermarked with repeating star pattern; printed on recto and verso with Russian, German and Dutch text; blind-stamped with German and Dutch seals; Inscription original piece: ""1081a""; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the watermark(s).; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.H.2; VIII.H; Not signed. Not stamped.; Cut and folded; additional, smaller piece stapled behind larger piece in upper left corner",Paper,Openly accessible,5663,fedoraAdmin,"1 sheet and smaller stapled piece (4 images, front and back of each); black, blue and white watermarked printed paper on the front of sheet; 16.50 x 8.00; 2.25 x 17.00 in.",Decorative paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/69/pages/page_0/files/05663a.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/69/pages/page_1/files/05663b.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/69/pages/page_2/files/05663c.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/69/pages/page_3/files/05663d.jpg,,,,
