dc_type,fedora_lastModifiedBy,dc_rights,dc_identifier,dc_title,tamudigital_local/details,dcterms_type,dc_relation,fedora_writable,fedora_lastModified,fedora_createdBy,dc_subject,dcterms_extent,fedora_hasParent,fedora_created,dcterms_medium,ldp_contains,dc_format,files,dcterms_spatial,dc_creator,dcterms_created,dc_contributor
art reproduction|French snail marbled papers|Dutch marbled paper|curl marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,13096,Berger-Cloonan #13096,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; semi-gloss finish; light weight paper; white wash or area on recto; [written in brown ink on verso]: ""hist. univ. g.2. NA""Â¢IVX""Â¢""; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased; hole; wrinkled; black marks on recto; stained on verso; curled and torn binding edge; tiny edge tears; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:19:16.075000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 7.50 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:19:16.075000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/345/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/345/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/345/pages/page_0/files/13096.jpg,,,,
art reproduction|Stormont marbled paper|endpapers,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,8175,Berger-Cloonan #8175,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed; Not stamped; Creased; faded on recto; abrasions on recto; wrinkled; binding edge; staining on recto and verso,StillImage,,false,2022-06-13T21:10:11.470000+00:00,fedoraAdmin,Marbled papers|Marbling (Bookbinding),1 sheet of green and white marbled paper; 5.00 x 10.75 in.,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:10:11.470000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/19/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/19/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/19/pages/page_0/files/08175.jpg,,,,
French snail marbled papers|Dutch marbled paper|curl marbled paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11697,Berger-Cloonan #11697,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull finish; light weight paper; attached sheet of cream laid paper; illegible letters barely visible on verso of attached sheet; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased; small edge tears; curled and torn binding edge; stained on verso; attached sheet wrinkled, stained and discolored on recto and verso; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:14:53.688000+00:00,fedoraAdmin,Marbled papers,"1 sheet of pink, blue, yellow and white marbled paper; 7.50 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:14:53.688000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/189/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/189/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/189/pages/page_0/files/11697.jpg,,,,
Stone marbled papers|endpapers|art reproduction|agate marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,12833,Berger-Cloonan #12833,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; [printed in black ink on verso]: ""W. NUTT. BINDER""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed; Not stamped; Not stickered; Not embossed; Curled binding edge; torn edges; discolored on verso",StillImage,,false,2022-06-13T21:17:47.747000+00:00,fedoraAdmin,Marbled papers|Marbling (Bookbinding),"1 sheet of blue, yellow, black, red and white marbled paper; 5.25 x 8.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:17:47.747000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/293/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/293/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/293/pages/page_0/files/12833.jpg,,,,
marbled paper|endpapers|Random marbled papers|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,8353,Berger-Cloonan #8353,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; [written in brown ink on recto]: ""Edith S. Strutt, Abbey Wood 913""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed; Not stamped; Staining on verso; Two marbled pieces form front and back covers",StillImage,,false,2022-06-13T21:11:44.148000+00:00,fedoraAdmin,Marbled papers|Marbling (Bookbinding),1 sheet of light pink and white marbled paper; 3.75 x 5.25 in.,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:11:44.148000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/74/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/74/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/74/pages/page_0/files/08353.jpg,,,,
art reproduction|Calendared papers|Moiré random marbled papers|Stormont marbled papers|marbled paper|endpapers,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,32306|8174,Berger-Cloonan #8174,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; [written in pencil on verso]: ""Coll. complete JAH 18/7/55""; [written in pencil on verso]: ""#32306""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed; Not stamped; Not stickered; Not embossed; Creased; torn; bookworm holes; wrinkled; binding edge; staining on verso",StillImage,,false,2022-06-13T21:10:09.889000+00:00,fedoraAdmin,Marbling (Bookbinding)|Marbled papers,"1 sheet of brown, tan and white marbled paper; 8.75 x 12.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:10:09.889000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/18/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/18/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/18/pages/page_0/files/08174.jpg,,,,
French snail marbled papers|Dutch marbled paper|curl marbled paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11618,Berger-Cloonan #11618,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull finish on recto; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Folded; creased; faded; bottom edge badly torn and frayed; stained and discolored on verso; torn binding edge; Contained in white plastic bag that reads: CITROEN RACING Inside folded marbled sheet are five strips of French snail marbled paper that measure 1.00 x 10.00, several of which is folded and another of which is torn into 2 pieces; these strips are not cataloged",StillImage,P2.D3.F4.A,false,2022-06-13T21:12:42.921000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 9.00 x 13.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:12:42.921000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/110/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/110/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/110/pages/page_0/files/11618.jpg,,,,
art reproduction|French snail marbled papers|Dutch marbled paper|curl marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11696,Berger-Cloonan #11696,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull finish; light weight paper; loose, abstract French snail pattern; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased; hole; small edge tears; torn binding edge; stained on recto and verso; faded on recto; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:14:53.486000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 7.50 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:14:53.486000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/188/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/188/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/188/pages/page_0/files/11696.jpg,,,,
art reproduction|French snail marbled papers|Dutch marbled paper|curl marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11712,Berger-Cloonan #11712,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; semi-gloss finish; large open red area in French snail pattern; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Curled and torn binding edge; wrinkled; stained on recto and verso; faded appearance on recto; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:15:21.569000+00:00,fedoraAdmin,Marbled papers,"1 sheet of pink, blue, yellow and white marbled paper; 7.50 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:15:21.569000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/204/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/204/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/204/pages/page_0/files/11712.jpg,,,,
curl marbled paper|art reproduction|French snail marbled papers|Dutch marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,13075,Berger-Cloonan #13075,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; semi-gloss finish; light weight paper; large French snail pattern; [written in blue ink on verso]: ""Brite bridge""; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased; curled binding edge; wrinkled; stained on verso; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:18:42.621000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 7.75 x 9.75 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:18:42.621000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/324/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/324/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/324/pages/page_0/files/13075.jpg,,,,
Printed papers|art reproduction|decorated papers,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,12418,Berger-Cloonan #12418,"Distribution of fibers; Surface application; Laid Printed; P4.D6.F7; Sheet printed on recto and verso in black ink; laid paper; [written in pencil on recto of gray label area of clear plastic sleeve] ""AUGSBURG CHRONICLE""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H; Not signed; Not stamped; Stickered; Not embossed; Discolored edges; pinholes; slightly frayed binding edge",StillImage|Text,,false,2022-06-13T21:17:14.859000+00:00,fedoraAdmin,Book ornamentation|Printing,"1 sheet, front and back, of black and cream printed paper with text; 8.00 x 11.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:17:14.859000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/273/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/273/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/273/pages/page_0/files/12418a.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/273/pages/page_1/files/12418b.jpg,,,,
curl marbled paper|endpapers|art reproduction|French snail marbled papers|Dutch marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,13210,Berger-Cloonan #13210,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed; Not stamped; Pink book cloth binding tape along one edge on recto; ink peeled away in one area on recto; yellowing and staining on verso,StillImage,,false,2022-06-13T21:20:01.891000+00:00,fedoraAdmin,Marbling (Bookbinding)|Marbled papers,"1 sheet of red, blue, green, yellow and white marbled paper; 6.00 x 8.75 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:20:01.891000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/374/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/374/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/374/pages/page_0/files/13210.jpg,,,19th century,
